CampaignId,CampaignName,Date,Device,Cost,Impressions,Clicks,AllConversions,Conversions,CostPerAllConversion,Engagements,VideoQuartile100Rate,VideoQuartile75Rate,VideoQuartile50Rate,VideoQuartile25Rate,VideoViews
17977965803,AK_COL_MAX_PEF_CPC_EST_AU_JBL_Ago22_EXP_AGO,2023-02-19,Computers,42581.23,6000,46,20.75,12,2051.75,1228,0,0,0,0,1060
17977965803,AK_COL_MAX_PEF_CPC_EST_AU_JBL_Ago22_EXP_AGO,2023-02-21,Computers,66624,7594,35,13.58,8.39,4907.19,2913,0,0,0,0,2585
17977965803,AK_COL_MAX_PEF_CPC_EST_AU_JBL_Ago22_EXP_AGO,2023-02-18,Computers,65478.58,8415,66,1.27,0.18,51390.09,1415,0,0,0,0,1212
17977965803,AK_COL_MAX_PEF_CPC_EST_AU_JBL_Ago22_EXP_AGO,2023-02-22,Computers,81376.76,9164,41,15.84,8.22,5135.82,3503,0,0,0,0,3010
17977965803,AK_COL_MAX_PEF_CPC_EST_AU_JBL_Ago22_EXP_AGO,2023-02-17,Computers,79083.95,9511,89,8.8,3.66,8982.92,1485,0,0,0,0,1330
17977965803,AK_COL_MAX_PEF_CPC_EST_AU_JBL_Ago22_EXP_AGO,2023-02-16,Computers,62317.46,7356,39,16.61,8.27,3750.93,2913,0,0,0,0,2454
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-09,Computers,31444.77,3489,9,20.68,13.65,1520.67,1965,0,0,0,0,1695
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-06,Computers,46937.7,5239,14,45.62,19.42,1028.84,2881,0,0,0,0,2512
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-20,Computers,36197.46,3172,6,16.16,7.98,2240.33,1764,0,0,0,0,1526
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-23,Computers,35175.93,3218,9,0,0,0,1804,0,0,0,0,1554
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-03,Computers,44878.8,6916,16,24.65,9.82,1820.63,3999,0,0,0,0,3479
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-10,Computers,23888.61,2845,6,35.51,16.19,672.65,1594,0,0,0,0,1371
